a,0.08,-0.34,9.78, ,1.659
a,0.08,-0.31,9.78, ,1.661
r,0.88,-0.01,-0.01,0.47,1.666
a,0.08,-0.34,9.78, ,1.670
a,0.08,-0.27,9.78, ,1.673
a,0.08,-0.31,9.78, ,1.677
r,0.88,-0.01,-0.01,0.47,1.681
a,0.12,-0.31,9.78, ,1.685
r,0.88,-0.01,-0.01,0.47,1.688
a,0.12,-0.27,9.78, ,1.691
r,0.88,-0.01,-0.01,0.47,1.696
a,0.12,-0.31,9.80, ,1.699
a,0.08,-0.27,9.78, ,1.701
r,0.88,-0.01,-0.01,0.47,1.706
a,0.12,-0.31,9.78, ,1.710
a,0.12,-0.27,9.74, ,1.712
r,0.88,-0.01,-0.01,0.47,1.716
a,0.12,-0.31,9.78, ,1.719
a,0.12,-0.31,9.80, ,1.721
r,0.88,-0.01,-0.01,0.47,1.726
a,0.12,-0.31,9.78, ,1.729
a,0.08,-0.34,9.78, ,1.732
r,0.88,-0.01,-0.01,0.47,1.736
a,0.08,-0.31,9.78, ,1.738
a,0.12,-0.31,9.78, ,1.741
r,0.88,-0.01,-0.01,0.47,1.746
a,0.08,-0.34,9.78, ,1.749
a,0.08,-0.31,9.80, ,1.752
a,0.12,-0.34,9.78, ,1.755
r,0.88,-0.01,-0.01,0.47,1.758
a,0.08,-0.31,9.74, ,1.762
r,0.88,-0.01,-0.01,0.47,1.767
a,0.08,-0.34,9.78, ,1.770
a,0.08,-0.34,9.80, ,1.773
a,0.08,-0.31,9.78, ,1.776
r,0.88,-0.01,-0.01,0.47,1.779
a,0.08,-0.31,9.78, ,1.782
r,0.88,-0.01,-0.01,0.47,1.787
a,0.08,-0.34,9.78, ,1.791
r,0.88,-0.01,-0.01,0.47,1.796
a,0.12,-0.31,9.78, ,1.799
a,0.08,-0.31,9.74, ,1.802
r,0.88,-0.01,-0.01,0.47,1.807
a,0.08,-0.31,9.78, ,1.810
a,0.08,-0.31,9.80, ,1.813
r,0.88,-0.01,-0.01,0.47,1.816
a,0.12,-0.31,9.78, ,1.819
a,0.08,-0.31,9.80, ,1.822
r,0.88,-0.01,-0.01,0.47,1.826
a,0.16,-0.31,9.78, ,1.830
a,0.08,-0.27,9.80, ,1.832
a,0.12,-0.31,9.78, ,1.836
r,0.88,-0.01,-0.01,0.47,1.839
a,0.12,-0.31,9.78, ,1.842
r,0.88,-0.01,-0.01,0.47,1.847
a,0.16,-0.34,9.78, ,1.851
a,0.12,-0.31,9.78, ,1.854
r,0.88,-0.01,-0.01,0.47,1.857
a,0.12,-0.31,9.80, ,1.861
r,0.88,-0.01,-0.01,0.47,1.866
a,0.12,-0.31,9.78, ,1.869
a,0.12,-0.31,9.78, ,1.872
a,0.08,-0.31,9.78, ,1.875
r,0.88,-0.01,-0.01,0.47,1.878
a,0.12,-0.34,9.78, ,1.881
r,0.88,-0.01,-0.01,0.47,1.886
a,0.08,-0.31,9.78, ,1.890
a,0.08,-0.31,9.80, ,1.892
r,0.88,-0.01,-0.01,0.47,1.897
a,0.08,-0.31,9.80, ,1.900
a,0.08,-0.31,9.78, ,1.902
r,0.88,-0.01,-0.01,0.47,1.906
a,0.08,-0.31,9.78, ,1.910
a,0.08,-0.31,9.78, ,1.912
r,0.88,-0.01,-0.01,0.47,1.917
a,0.08,-0.27,9.80, ,1.919
a,0.08,-0.31,9.78, ,1.923
r,0.88,-0.01,-0.01,0.47,1.928
a,0.12,-0.31,9.78, ,1.931
r,0.88,-0.01,-0.01,0.47,1.937
a,0.08,-0.31,9.78, ,1.940
a,0.08,-0.31,9.78, ,1.942
r,0.88,-0.01,-0.01,0.47,1.946
a,0.12,-0.34,9.78, ,1.950
a,0.12,-0.34,9.78, ,1.952
r,0.88,-0.01,-0.01,0.47,1.957
a,0.08,-0.31,9.80, ,1.959
a,0.16,-0.34,9.78, ,1.962
r,0.88,-0.01,-0.01,0.47,1.967
a,0.12,-0.34,9.80, ,1.970
a,0.04,-0.34,9.78, ,1.973
r,0.88,-0.01,-0.01,0.47,1.977
a,0.12,-0.31,9.78, ,1.980
a,0.08,-0.31,9.78, ,1.983
r,0.88,-0.01,-0.01,0.47,1.988
a,0.08,-0.31,9.78, ,1.991
r,0.88,-0.01,-0.01,0.47,1.996
a,0.08,-0.31,9.78, ,1.999
a,0.04,-0.31,9.80, ,2.001
r,0.88,-0.01,-0.01,0.47,2.006
a,0.08,-0.31,9.74, ,2.009
a,0.12,-0.34,9.78, ,2.012
r,0.88,-0.01,-0.01,0.47,2.017
a,0.08,-0.27,9.80, ,2.019
a,0.08,-0.31,9.80, ,2.022
r,0.88,-0.01,-0.01,0.47,2.027
a,0.08,-0.34,9.78, ,2.030
a,0.12,-0.31,9.78, ,2.033
r,0.88,-0.01,-0.01,0.47,2.037
a,0.12,-0.31,9.74, ,2.039
a,0.12,-0.31,9.80, ,2.042
r,0.88,-0.01,-0.01,0.47,2.046
a,0.08,-0.31,9.80, ,2.050
a,0.12,-0.34,9.78, ,2.053
r,0.88,-0.01,-0.01,0.47,2.056
a,0.12,-0.31,9.74, ,2.059
a,0.08,-0.31,9.78, ,2.062
r,0.88,-0.01,-0.01,0.47,2.066
a,0.12,-0.34,9.78, ,2.069
a,0.08,-0.31,9.74, ,2.071
r,0.88,-0.01,-0.01,0.47,2.076
a,0.08,-0.31,9.80, ,2.079
a,0.08,-0.31,9.78, ,2.081
r,0.88,-0.01,-0.01,0.47,2.086
a,0.12,-0.31,9.78, ,2.090
a,0.12,-0.31,9.78, ,2.092
a,0.08,-0.31,9.80, ,2.096
r,0.88,-0.01,-0.01,0.47,2.098
a,0.12,-0.31,9.80, ,2.102
r,0.88,-0.01,-0.01,0.47,2.107
a,0.08,-0.31,9.78, ,2.110
a,0.08,-0.34,9.78, ,2.113
a,0.12,-0.31,9.80, ,2.117
r,0.88,-0.01,-0.01,0.47,2.119
a,0.08,-0.34,9.80, ,2.123
r,0.88,-0.01,-0.01,0.47,2.128
a,0.08,-0.31,9.78, ,2.131
r,0.88,-0.01,-0.01,0.47,2.136
a,0.08,-0.31,9.78, ,2.139
a,0.12,-0.31,9.80, ,2.141
r,0.88,-0.01,-0.01,0.47,2.146
a,0.08,-0.31,9.80, ,2.150
a,0.08,-0.31,9.78, ,2.152
a,0.04,-0.31,9.78, ,2.156
r,0.88,-0.01,-0.01,0.47,2.158
a,0.08,-0.31,9.80, ,2.162
r,0.88,-0.01,-0.01,0.47,2.167
a,0.08,-0.34,9.78, ,2.170
a,0.08,-0.34,9.74, ,2.174
r,0.88,-0.01,-0.01,0.47,2.178
a,0.08,-0.31,9.78, ,2.181
r,0.88,-0.01,-0.01,0.47,2.186
a,0.08,-0.31,9.74, ,2.189
a,0.08,-0.34,9.80, ,2.191
a,0.08,-0.31,9.80, ,2.195
r,0.88,-0.01,-0.01,0.47,2.199
a,0.08,-0.31,9.80, ,2.202
r,0.88,-0.01,-0.01,0.47,2.207
a,0.08,-0.27,9.80, ,2.210
a,0.12,-0.27,9.80, ,2.213
r,0.88,-0.01,-0.01,0.47,2.217
a,0.08,-0.27,9.78, ,2.219
a,0.16,-0.27,9.78, ,2.222
r,0.88,-0.01,-0.01,0.47,2.227
a,0.12,-0.27,9.78, ,2.230
a,0.12,-0.31,9.78, ,2.233
